faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0,13,80,0.23349,3664.9,4530.2,9.1809,26.935,42.18,2708.5,76.006,120.38,0.31974,79.631,51.784,2636.9,24.516,48.694,3104.1,23.089,65.406,225.04,341.87,94.671,77.066,32.626,8.804,26.14,6.758,19.207,1.6175,33.169,13.532,24.749,1.2872,18.756,2.2272,4.8583,2.343,-0.0019566,0.81613,0.093005,53.671,43.725,62.549,54.318,23.157,61.999,22.594,37.744,43.35,43.511,45.924,40.755,17.816
0,13,81,0.18886,3722.1,4456.7,9.3521,27.052,42.459,2709.7,76.629,120.39,0.3023,79.851,49.92,2639.3,25.413,50.336,3103.7,22.768,65.378,223.97,341.75,94.616,77.341,32.391,8.7823,26.304,6.9155,18.805,1.6687,33.39,13.64,24.347,1.2608,18.827,2.2297,4.7744,2.2839,0.014665,0.83968,0.095892,53.402,43.525,63.136,53.813,18.731,60.219,22.974,35.685,37.866,47.313,45.781,41.002,18.556
0,13,82,0.18697,3660.7,4458.2,9.4079,27.111,42.406,2708.6,75.233,120.42,0.30034,79.952,50.038,2637.3,25.651,49.043,3104.3,22.663,65.395,226.26,341.27,94.583,77.166,32.391,8.7823,26.304,6.9155,18.805,1.6687,33.39,13.64,24.347,1.2608,18.827,2.2297,4.7744,2.2839,0.014665,0.83968,0.095892,53.402,43.525,64.193,53.795,18.917,61.143,22.352,35.924,38.212,44.319,45.344,41.611,18.815
0,13,83,0.2077,3668.4,4527.8,9.2392,26.906,42.129,2707.3,74.935,120.39,0.31263,80.015,50.421,2636.1,25.796,50.982,3104.6,23.1,65.419,222.84,340.5,94.622,77.086,31.877,8.9772,26.654,6.9388,18.432,1.6261,33.302,14.021,23.84,1.2301,18.746,2.2765,4.7256,2.2923,0.014665,0.83968,0.095892,53.402,43.525,62.722,53.909,20.705,61.285,22.304,36.955,39.339,48.807,45.415,40.252,17.784
0,13,84,0.20775,3672.0,4517.9,9.2123,26.731,42.23,2706.5,74.944,120.41,0.31301,79.936,48.807,2634.8,24.329,50.02,3103.7,23.517,65.382,222.94,340.58,94.642,77.05,31.877,8.9772,26.654,6.9388,18.432,1.6261,33.302,14.021,23.84,1.2301,18.746,2.2765,4.7256,2.2923,0.014665,0.83968,0.095892,53.402,43.525,62.659,54.027,20.701,61.388,22.185,36.908,34.589,46.579,45.173,41.166,16.804
0,13,85,0.25902,3661.7,4538.7,9.2886,26.877,42.633,2705.7,75.561,120.4,0.35404,79.911,49.378,2634.4,24.208,50.74,3103.9,22.435,65.358,219.53,340.19,94.805,77.384,32.27,8.9073,26.879,6.7874,18.368,1.6605,32.905,13.789,24.394,1.1049,18.254,2.2686,4.8118,2.3679,0.014665,0.83968,0.095892,53.402,43.525,62.591,54.722,25.533,60.042,21.982,42.098,36.27,48.248,45.246,40.706,19.361
0,13,86,0.25928,3644.4,4578.3,9.2957,26.823,41.899,2706.1,74.733,120.37,0.3497,79.937,50.38,2635.2,25.229,49.529,3103.9,23.042,65.335,221.44,340.4,94.716,77.335,32.27,8.9073,26.879,6.7874,18.368,1.6605,32.905,13.789,24.394,1.1049,18.254,2.2686,4.8118,2.3679,0.015279,0.82722,0.10506,53.039,43.669,62.888,54.248,25.508,60.337,21.888,42.628,39.217,45.443,45.433,40.27,17.933
0,13,87,0.22337,3685.4,4594.8,9.3863,26.726,42.102,2709.0,74.297,120.42,0.33066,80.234,49.661,2637.9,24.741,50.027,3106.2,22.856,65.374,223.6,340.2,94.553,77.599,32.027,8.8251,26.51,6.9154,18.227,1.6142,32.858,13.77,24.236,1.1546,18.705,2.265,4.8914,2.2636,0.015279,0.82722,0.10506,53.039,43.669,63.527,54.271,21.802,61.185,21.989,38.864,37.102,46.596,45.264,40.938,18.339
0,13,88,0.221,3674.6,4586.1,9.4169,26.696,42.526,2707.1,75.537,120.39,0.32936,80.205,49.528,2634.6,24.929,49.959,3107.7,23.017,65.453,221.34,339.43,94.627,76.811,32.027,8.8251,26.51,6.9154,18.227,1.6142,32.858,13.77,24.236,1.1546,18.705,2.265,4.8914,2.2636,0.015279,0.82722,0.10506,53.039,43.669,63.713,54.374,22.035,59.515,21.611,39.022,36.712,46.439,45.484,40.576,17.997
0,13,89,0.24619,3613.8,4595.7,9.1827,26.91,42.094,2706.6,75.062,120.42,0.32638,80.154,50.052,2635.0,24.887,50.847,3104.8,21.795,65.456,221.56,339.68,94.593,77.218,32.02,9.1713,26.814,6.964,18.355,1.6697,32.907,13.875,24.367,1.2978,18.55,2.2855,4.8681,2.3061,0.015279,0.82722,0.10506,53.039,43.669,63.666,54.685,24.264,60.327,22.11,38.82,38.252,48.493,45.486,41.358,20.88
0,13,90,0.24782,3682.1,4573.8,9.2532,26.763,42.127,2705.1,74.854,120.35,0.32745,80.076,50.649,2633.1,25.512,49.258,3105.6,23.334,65.446,222.34,339.3,94.722,77.024,32.02,9.1713,26.814,6.964,18.355,1.6697,32.907,13.875,24.367,1.2978,18.55,2.2855,4.8681,2.3061,0.015279,0.82722,0.10506,53.039,43.669,62.491,54.948,24.104,60.542,21.499,38.691,40.01,44.817,45.437,40.036,17.25
0,13,91,0.25044,3676.9,4576.6,9.2956,26.682,42.13,2704.6,75.102,120.4,0.33916,80.069,48.061,2632.3,25.125,49.286,3105.0,23.419,65.423,221.43,339.14,94.582,76.965,32.256,9.0751,26.368,6.9062,18.943,1.6673,32.51,13.898,24.13,1.2725,18.473,2.3005,4.7731,2.2507,0.01945,0.84265,0.12079,54.189,42.952,62.1,54.682,24.315,62.103,21.612,40.084,32.393,44.881,45.218,41.042,17.051
0,13,92,0.25085,3632.7,4559.5,9.296,26.83,42.066,2706.1,75.236,120.39,0.33552,80.234,51.222,2634.5,24.427,52.226,3105.1,21.977,65.401,221.77,339.09,94.736,77.396,32.256,9.0751,26.368,6.9062,18.943,1.6673,32.51,13.898,24.13,1.2725,18.473,2.3005,4.7731,2.2507,0.01945,0.84265,0.12079,54.189,42.952,62.86,54.886,24.274,61.845,21.738,40.529,41.697,51.686,45.071,40.534,20.442
0,13,93,0.22874,3669.0,4517.0,9.1581,27.016,42.118,2704.7,75.213,120.41,0.33993,80.286,48.838,2633.7,24.937,49.316,3105.0,22.935,65.428,221.17,338.92,94.736,77.575,31.999,9.0017,26.38,6.878,19.567,1.6196,32.256,13.829,23.689,1.1359,19.353,2.2259,4.8582,2.288,0.01945,0.84265,0.12079,54.189,42.952,62.692,53.974,22.055,59.059,21.903,40.679,34.68,44.951,45.004,41.374,18.151
0,13,94,0.22552,3651.9,4534.4,9.1862,26.889,42.164,2700.5,75.611,120.39,0.33998,80.102,51.275,2628.8,26.098,49.393,3103.1,23.416,65.438,218.95,338.16,94.686,76.738,31.999,9.0017,26.38,6.878,19.567,1.6196,32.256,13.829,23.689,1.1359,19.353,2.2259,4.8582,2.288,0.01945,0.84265,0.12079,54.189,42.952,62.986,53.765,22.372,62.781,21.019,40.673,41.851,45.129,45.08,39.513,17.073
0,13,95,0.25184,3657.0,4475.0,9.2519,26.801,42.324,2698.9,75.091,120.41,0.33268,80.005,48.569,2627.1,24.628,50.304,3099.3,21.798,65.371,219.73,338.43,94.779,77.285,31.352,9.0272,26.409,6.8208,18.849,1.6357,32.669,13.74,24.086,1.1711,19.107,2.2761,4.81,2.2663,0.01945,0.84265,0.12079,54.189,42.952,63.137,52.865,24.811,59.792,21.537,39.783,33.89,47.238,44.896,41.157,20.897
0,13,96,0.25174,3672.5,4432.7,9.2535,26.866,42.469,2698.4,74.137,120.38,0.33142,79.974,48.451,2626.2,25.441,49.879,3097.5,24.018,65.341,221.07,338.42,94.678,76.693,31.352,9.0272,26.409,6.8208,18.849,1.6357,32.669,13.74,24.086,1.1711,19.107,2.2761,4.81,2.2663,0.023827,0.85267,0.077679,53.673,43.293,62.87,53.37,24.82,61.78,21.28,39.938,33.541,46.255,45.057,39.799,15.684
0,13,97,0.3197,3670.8,4513.1,9.2585,26.677,42.476,2698.8,75.308,120.41,0.3217,80.021,50.069,2627.3,26.135,48.782,3099.4,22.92,65.283,221.1,338.41,94.853,77.084,31.444,8.913,26.425,6.7886,19.158,1.6628,32.461,13.752,24.257,1.265,18.64,2.232,4.8528,2.234,0.023827,0.85267,0.077679,53.673,43.293,63.432,54.097,31.485,60.169,21.034,38.689,38.304,43.716,45.113,41.438,18.279
0,13,98,0.31984,3683.6,4516.0,9.1991,27.074,42.484,2701.0,75.202,120.4,0.32133,80.17,49.146,2628.7,25.477,47.877,3102.2,23.397,65.326,218.74,338.16,94.583,77.527,31.444,8.913,26.425,6.7886,19.158,1.6628,32.461,13.752,24.257,1.265,18.64,2.232,4.8528,2.234,0.023827,0.85267,0.077679,53.673,43.293,63.211,54.063,31.471,61.273,21.216,38.735,35.586,41.621,45.38,40.589,17.115
0,13,99,0.31966,3698.5,4508.6,9.2168,27.119,42.099,2701.1,76.248,120.42,0.3219,80.196,49.837,2629.6,24.745,51.562,3102.8,24.041,65.373,219.78,338.13,94.556,77.025,31.85,8.8018,26.446,6.7538,19.414,1.6449,32.594,13.988,24.13,1.2323,19.017,2.2079,4.8267,2.3229,0.023827,0.85267,0.077679,53.673,43.293,63.311,53.355,31.357,59.896,21.416,38.869,37.622,50.148,45.34,41.357,15.623
0,13,100,0.32094,3679.7,4487.7,9.3373,26.946,42.626,2701.3,75.004,120.43,0.32381,80.324,49.571,2629.5,26.671,50.548,3102.6,23.361,65.4,218.79,338.13,94.509,77.571,31.85,8.8018,26.446,6.7538,19.414,1.6449,32.594,13.988,24.13,1.2323,19.017,2.2079,4.8267,2.3229,0.023827,0.85267,0.077679,53.673,43.293,63.634,53.606,31.231,58.124,21.224,38.636,36.839,47.801,45.482,41.309,17.19
0,13,101,0.28542,3708.2,4468.7,9.2589,26.623,42.397,2700.8,75.327,120.41,0.34734,80.416,48.803,2628.5,25.533,49.951,3101.0,22.706,65.475,222.34,338.45,94.522,77.173,31.988,8.8098,26.175,6.8717,18.793,1.6819,32.279,13.907,24.243,1.1371,18.446,2.2403,4.8676,2.2608,0.011986,0.86558,0.09859,53.994,43.253,63.553,53.118,28.105,59.981,21.277,42.142,34.577,46.419,45.491,41.762,18.757
0,13,102,0.28462,3648.9,4452.3,9.3607,26.481,42.392,2696.8,74.824,120.4,0.35153,80.284,49.365,2625.1,24.491,51.549,3097.9,21.906,65.495,222.34,338.39,94.55,77.361,31.988,8.8098,26.175,6.8717,18.793,1.6819,32.279,13.907,24.243,1.1371,18.446,2.2403,4.8676,2.2608,0.011986,0.86558,0.09859,53.994,43.253,64.574,53.314,28.184,62.046,21.306,41.631,36.232,50.118,45.66,40.993,20.647
0,13,103,0.27547,3669.6,4518.5,9.2243,26.632,42.388,2694.9,75.809,120.4,0.34315,80.21,49.961,2622.9,27.265,50.992,3096.3,22.849,65.543,223.88,338.47,94.565,76.832,32.215,8.7984,26.436,7.1116,18.925,1.6751,32.381,13.934,24.017,1.362,19.418,2.26,4.8918,2.3284,0.011986,0.86558,0.09859,53.994,43.253,63.248,53.992,27.007,60.737,20.995,40.679,37.987,48.83,45.692,41.087,18.45
0,13,104,0.27654,3645.5,4490.8,9.1329,26.619,42.477,2694.7,74.487,120.39,0.33945,80.182,49.154,2622.7,26.597,50.65,3095.9,22.879,65.518,224.96,338.65,94.717,77.129,32.215,8.7984,26.436,7.1116,18.925,1.6751,32.381,13.934,24.017,1.362,19.418,2.26,4.8918,2.3284,0.011986,0.86558,0.09859,53.994,43.253,63.662,54.323,26.902,61.62,21.3,41.13,35.611,48.038,45.766,40.553,18.365
0,13,105,0.25609,3617.0,4495.2,9.293,26.984,42.506,2694.3,74.841,120.39,0.34889,80.312,51.174,2622.6,24.827,50.942,3095.8,23.165,65.545,224.27,338.36,94.683,77.476,31.742,8.889,25.867,6.8976,18.575,1.6917,32.528,13.862,24.165,1.3532,19.229,2.2932,4.8447,2.3452,0.011986,0.86558,0.09859,53.994,43.253,61.946,53.931,24.776,59.635,21.341,40.849,41.556,48.713,45.995,41.161,17.656
0,13,106,0.25512,3619.4,4514.8,9.2776,27.118,42.366,2694.3,74.793,120.35,0.34331,80.301,49.229,2622.4,27.324,49.726,3094.6,22.718,65.582,224.21,338.1,94.894,77.264,31.742,8.889,25.867,6.8976,18.575,1.6917,32.528,13.862,24.165,1.3532,19.229,2.2932,4.8447,2.3452,0.012406,0.85275,0.0877,54.199,42.799,61.905,53.698,24.871,60.43,21.427,41.531,35.831,45.901,46.538,39.604,18.731
0,13,107,0.30288,3645.6,4529.0,9.386,26.944,42.451,2698.9,75.637,120.43,0.33841,80.451,48.349,2627.4,25.88,49.013,3098.9,21.987,65.626,225.57,338.49,94.721,77.526,32.314,8.8853,25.634,7.0065,19.442,1.6649,32.827,13.869,23.905,1.2095,18.478,2.2635,4.8734,2.3574,0.012406,0.85275,0.0877,54.199,42.799,63.215,54.39,29.597,59.974,21.375,40.314,33.243,44.25,46.743,41.3,20.431
0,13,108,0.30186,3672.1,4567.0,9.231,27.059,42.384,2699.6,75.122,120.38,0.33944,80.428,49.474,2628.0,23.296,51.554,3100.0,24.194,65.727,226.8,338.56,94.61,77.311,32.314,8.8853,25.634,7.0065,19.442,1.6649,32.827,13.869,23.905,1.2095,18.478,2.2635,4.8734,2.3574,0.012406,0.85275,0.0877,54.199,42.799,62.759,53.936,29.697,59.937,21.486,40.188,36.551,50.13,46.955,40.352,15.197
0,13,109,0.24894,3627.6,4411.5,9.3926,26.967,42.324,2696.9,74.637,120.41,0.33752,80.343,50.062,2625.0,26.147,50.537,3096.9,22.039,65.768,227.45,338.73,94.744,77.046,31.846,8.949,25.902,6.9153,19.005,1.6474,32.225,13.957,23.951,1.134,19.124,2.3129,4.95,2.3064,0.012406,0.85275,0.0877,54.199,42.799,62.504,53.63,24.349,58.607,21.478,40.654,38.284,47.778,47.219,41.394,20.33
0,13,110,0.24799,3655.1,4405.5,9.4334,27.331,42.065,2695.8,74.991,120.38,0.33833,80.128,50.552,2623.2,26.845,51.287,3094.3,22.971,65.74,227.61,339.17,94.768,77.05,31.846,8.949,25.902,6.9153,19.005,1.6474,32.225,13.957,23.951,1.134,19.124,2.3129,4.95,2.3064,0.012406,0.85275,0.0877,54.199,42.799,62.031,53.702,24.441,61.633,21.683,40.556,39.723,49.512,47.53,40.096,18.137
0,13,111,0.29395,3633.7,4484.8,9.4617,26.579,42.238,2695.7,74.664,120.4,0.3498,80.143,50.616,2624.0,26.229,48.629,3096.5,23.839,65.704,230.06,339.26,94.756,77.337,32.342,8.8355,25.914,6.9385,18.931,1.6732,32.585,13.804,23.354,1.3454,19.198,2.2218,4.9404,2.4184,0.012173,0.87021,0.08383,53.502,44.176,63.124,53.751,29.049,62.512,21.436,41.666,39.914,43.361,47.35,40.721,16.057
0,13,112,0.29669,3650.9,4492.7,9.2164,27.116,42.66,2699.6,73.669,120.4,0.34834,80.406,49.462,2628.4,24.24,49.523,3099.4,23.024,65.745,229.67,339.46,94.581,77.678,32.342,8.8355,25.914,6.9385,18.931,1.6732,32.585,13.804,23.354,1.3454,19.198,2.2218,4.9404,2.4184,0.012173,0.87021,0.08383,53.502,44.176,62.829,53.656,28.78,60.386,21.768,41.844,36.518,45.431,47.583,41.207,17.959
0,13,113,0.247,3624.0,4487.7,9.3721,26.936,42.19,2701.9,75.226,120.42,0.33336,80.599,49.233,2630.0,25.075,48.712,3100.8,22.6,65.825,231.22,339.36,94.667,77.504,32.113,8.8148,26.622,6.8759,18.831,1.6695,32.691,13.941,23.606,1.3196,19.32,2.2592,4.8992,2.4009,0.012173,0.87021,0.08383,53.502,44.176,63.045,53.866,24.418,60.939,21.678,39.64,35.843,43.554,47.638,41.537,18.947
0,13,114,0.24904,3647.9,4457.5,9.3791,27.025,41.981,2699.0,75.584,120.4,0.33439,80.364,49.719,2628.3,24.931,50.83,3098.1,22.538,65.845,230.91,339.74,94.634,77.169,32.113,8.8148,26.622,6.8759,18.831,1.6695,32.691,13.941,23.606,1.3196,19.32,2.2592,4.8992,2.4009,0.012173,0.87021,0.08383,53.502,44.176,62.634,54.227,24.217,61.372,21.946,39.514,37.272,48.455,47.857,40.7,19.124
0,13,115,0.2712,3652.2,4488.9,9.4024,26.895,42.625,2696.7,73.953,120.41,0.34836,80.03,51.571,2625.1,25.432,52.262,3095.8,23.185,65.824,231.49,339.85,94.677,77.022,32.383,8.8387,26.237,6.9061,19.024,1.6164,32.935,13.876,23.369,1.3994,19.16,2.2857,4.8731,2.2692,0.012173,0.87021,0.08383,53.502,44.176,63.085,54.079,26.323,60.825,21.45,41.563,42.724,51.769,48.002,40.844,17.623
0,13,116,0.26972,3674.4,4527.4,9.4038,26.678,42.117,2698.6,74.798,120.39,0.34582,80.127,51.787,2627.0,25.015,51.637,3096.7,22.933,65.804,233.16,340.45,94.655,77.239,32.383,8.8387,26.237,6.9061,19.024,1.6164,32.935,13.876,23.369,1.3994,19.16,2.2857,4.8731,2.2692,0.034005,0.85971,0.096827,54.152,43.409,62.704,53.617,26.469,60.998,21.634,41.872,43.358,50.321,48.544,41.247,18.215
0,13,117,0.24256,3653.4,4469.2,9.3463,26.937,42.53,2699.8,74.83,120.41,0.34572,80.346,49.712,2628.7,24.447,49.997,3098.9,23.247,65.81,233.61,340.07,94.623,77.655,31.791,8.8668,26.119,6.8749,19.464,1.6976,32.532,13.929,23.987,1.1794,18.797,2.2993,4.9341,2.2505,0.034005,0.85971,0.096827,54.152,43.409,62.791,53.817,23.88,61.814,21.869,40.259,37.252,46.527,48.912,41.488,17.428
0,13,118,0.24111,3618.7,4522.9,9.3796,27.218,42.586,2701.8,74.451,120.42,0.34195,80.466,49.257,2629.7,25.434,48.766,3100.3,22.219,65.924,236.44,339.81,94.607,77.481,31.791,8.8668,26.119,6.8749,19.464,1.6976,32.532,13.929,23.987,1.1794,18.797,2.2993,4.9341,2.2505,0.034005,0.85971,0.096827,54.152,43.409,63.389,53.173,24.022,61.896,21.998,40.72,35.913,43.678,49.062,40.779,19.855
0,13,119,0.29821,3661.8,4413.7,9.3389,26.617,42.338,2700.3,74.942,120.41,0.34891,80.243,49.464,2629.0,25.833,49.945,3100.2,23.868,65.996,238.71,340.1,94.624,77.232,32.341,8.981,26.143,6.8235,18.91,1.6472,32.581,13.868,23.741,1.487,19.114,2.2584,4.7315,2.2277,0.034005,0.85971,0.096827,54.152,43.409,62.913,53.321,29.866,62.285,21.419,41.407,36.522,46.406,49.261,41.239,15.958
0,13,120,0.30144,3645.7,4416.4,9.4014,27.05,42.634,2700.4,74.802,120.4,0.3507,80.192,48.377,2629.1,24.696,50.994,3099.3,23.274,66.008,239.11,340.37,94.591,77.375,32.341,8.981,26.143,6.8235,18.91,1.6472,32.581,13.868,23.741,1.487,19.114,2.2584,4.7315,2.2277,0.034005,0.85971,0.096827,54.152,43.409,63.189,53.289,29.549,62.214,21.901,41.189,33.324,48.833,49.628,41.379,17.364
0,13,121,0.25018,3657.3,4457.5,9.3918,27.309,42.343,2701.6,73.514,120.39,0.34115,80.255,49.092,2630.0,23.465,50.327,3100.1,22.939,66.042,240.13,340.79,94.55,77.481,32.256,9.0539,26.209,6.8668,18.212,1.715,32.907,13.889,23.734,1.1642,18.924,2.2826,4.9098,2.2304,0.017414,0.84979,0.089692,53.163,43.832,63.472,54.087,24.383,60.748,22.416,40.834,35.428,47.29,49.72,41.487,18.144
0,13,122,0.24747,3645.4,4473.9,9.4837,26.908,42.233,2701.9,74.943,120.4,0.34201,80.327,51.658,2631.3,23.861,48.265,3100.1,23.198,66.075,241.36,341.19,94.514,77.618,32.256,9.0539,26.209,6.8668,18.212,1.715,32.907,13.889,23.734,1.1642,18.924,2.2826,4.9098,2.2304,0.017414,0.84979,0.089692,53.163,43.832,63.677,53.89,24.65,59.767,22.068,40.73,42.978,42.518,49.916,40.934,17.509
0,13,123,0.25648,3675.5,4563.5,9.2737,26.776,42.265,2702.4,75.17,120.4,0.34532,80.302,50.187,2631.0,26.2,49.456,3100.6,22.375,66.141,239.3,341.04,94.575,77.475,32.217,8.8704,26.112,7.0355,18.925,1.6387,32.56,13.874,23.716,1.3093,18.848,2.2725,4.8828,2.3587,0.017414,0.84979,0.089692,53.163,43.832,62.813,54.566,25.157,61.093,21.916,40.972,38.651,45.275,50.4,40.819,19.465
0,13,124,0.25626,3689.3,4516.2,9.2908,26.957,42.757,2701.8,75.232,120.42,0.34465,80.166,49.611,2629.5,23.879,51.085,3100.7,22.737,66.161,240.49,341.19,94.538,77.046,32.217,8.8704,26.112,7.0355,18.925,1.6387,32.56,13.874,23.716,1.3093,18.848,2.2725,4.8828,2.3587,0.017414,0.84979,0.089692,53.163,43.832,62.577,55.133,25.178,62.257,21.664,41.054,36.955,49.045,50.594,42.057,18.641
0,13,125,0.25856,3593.1,4500.8,9.3162,26.884,42.198,2702.6,74.45,120.37,0.34126,80.222,50.447,2631.9,24.071,48.927,3099.6,22.963,66.177,244.06,341.43,94.651,77.601,32.089,9.0089,26.191,6.8568,18.716,1.608,32.949,13.765,23.933,1.306,18.888,2.2807,4.9221,2.3369,0.017414,0.84979,0.089692,53.163,43.832,62.688,53.603,25.584,62.432,22.307,41.168,39.415,44.05,50.578,40.595,18.061
0,13,126,0.25946,3626.8,4487.7,9.3951,26.744,42.117,2704.0,73.585,120.38,0.343,80.19,49.989,2633.1,24.871,48.85,3099.9,22.809,66.176,244.52,341.47,94.699,77.125,32.089,9.0089,26.191,6.8568,18.716,1.608,32.949,13.765,23.933,1.306,18.888,2.2807,4.9221,2.3369,0.025726,0.84099,0.10697,53.32,43.687,62.107,53.76,25.495,62.525,22.276,40.957,38.067,43.873,50.618,40.962,18.458
0,13,127,0.27066,3672.5,4476.4,9.2634,26.944,42.335,2703.9,74.801,120.41,0.33249,80.019,48.882,2633.0,25.67,50.687,3101.4,23.28,66.177,242.03,341.38,94.513,77.427,32.2,8.925,26.128,7.0493,18.644,1.6561,32.979,13.945,23.996,1.1775,18.408,2.3137,4.8557,2.3377,0.025726,0.84099,0.10697,53.32,43.687,62.827,54.4,26.899,62.922,22.126,39.298,34.811,48.124,51.046,41.402,17.335
0,13,128,0.27382,3666.8,4507.1,9.5253,27.068,42.425,2706.4,73.726,120.38,0.33324,80.128,49.732,2634.7,26.154,49.477,3104.3,22.663,66.18,243.52,341.77,94.58,77.231,32.2,8.925,26.128,7.0493,18.644,1.6561,32.979,13.945,23.996,1.1775,18.408,2.3137,4.8557,2.3377,0.025726,0.84099,0.10697,53.32,43.687,62.926,54.033,26.588,62.104,22.31,39.207,37.312,45.324,51.12,41.213,18.804
0,13,129,0.26239,3579.2,4505.7,9.2814,26.223,41.996,2706.8,76.232,120.38,0.353,80.095,49.904,2636.4,26.554,50.815,3104.0,23.237,66.168,243.36,342.19,94.548,77.182,32.084,8.7671,26.328,6.817,18.539,1.677,32.756,13.784,24.266,1.184,18.48,2.2662,4.8474,2.27,0.025726,0.84099,0.10697,53.32,43.687,62.678,54.244,25.694,64.867,22.152,41.661,37.816,48.419,51.339,40.677,17.454
0,13,130,0.26468,3636.8,4504.8,9.2509,27.01,42.175,2708.2,74.07,120.41,0.35625,80.053,49.403,2637.1,23.61,49.584,3103.2,23.795,66.187,244.77,342.88,94.738,77.338,32.084,8.7671,26.328,6.817,18.539,1.677,32.756,13.784,24.266,1.184,18.48,2.2662,4.8474,2.27,0.025726,0.84099,0.10697,53.32,43.687,61.687,54.254,25.468,63.111,22.956,41.264,36.342,45.572,51.417,40.706,16.117
0,13,131,0.27465,3671.0,4532.9,9.3172,27.081,42.202,2709.5,75.386,120.41,0.33352,80.049,50.002,2638.8,23.56,51.471,3105.6,21.778,66.208,244.38,342.42,94.572,77.385,32.51,8.9351,25.838,7.0369,18.705,1.6791,33.036,13.805,23.704,1.3041,18.517,2.2677,4.9104,2.2678,0.0042602,0.83955,0.11733,53.345,43.441,63.086,54.206,26.801,62.735,22.518,39.796,38.107,49.938,51.447,40.628,20.895
0,13,132,0.27577,3666.7,4501.0,9.3883,27.182,42.2,2710.8,74.582,120.45,0.33495,80.02,50.615,2639.8,27.749,50.776,3106.2,23.465,66.214,246.21,342.97,94.458,76.948,32.51,8.9351,25.838,7.0369,18.705,1.6791,33.036,13.805,23.704,1.3041,18.517,2.2677,4.9104,2.2678,0.0042602,0.83955,0.11733,53.345,43.441,63.16,54.589,26.691,63.06,22.714,39.622,39.909,48.33,51.399,41.822,16.928
0,13,133,0.23319,3599.9,4531.8,9.4388,26.691,42.209,2710.3,75.705,120.39,0.33616,79.968,49.809,2639.3,26.02,49.973,3105.1,22.682,66.185,246.82,343.0,94.71,77.5,31.89,8.7456,26.348,7.0021,18.716,1.6706,33.03,13.795,23.355,1.1847,18.387,2.273,4.7383,2.2929,0.0042602,0.83955,0.11733,53.345,43.441,62.338,53.836,22.551,61.887,22.506,40.007,37.539,46.471,51.46,40.413,18.746
0,13,134,0.23171,3623.2,4532.3,9.3992,26.875,42.228,2710.2,74.505,120.41,0.33635,79.952,49.789,2638.5,25.965,51.472,3105.5,23.307,66.236,247.45,342.96,94.647,77.206,31.89,8.7456,26.348,7.0021,18.716,1.6706,33.03,13.795,23.355,1.1847,18.387,2.273,4.7383,2.2929,0.0042602,0.83955,0.11733,53.345,43.441,61.938,53.831,22.697,61.612,22.556,39.983,37.48,49.94,51.515,41.456,17.281
0,13,135,0.29289,3610.9,4531.3,9.2858,26.79,42.506,2711.7,74.956,120.4,0.33565,79.913,50.801,2640.3,26.358,51.885,3107.4,21.906,66.192,250.11,343.0,94.74,77.235,32.702,8.68,26.068,6.864,19.169,1.684,32.978,13.813,23.886,1.3001,18.29,2.2475,4.7473,2.4146,0.0042602,0.83955,0.11733,53.345,43.441,62.325,53.827,28.449,61.278,22.593,39.754,40.456,50.898,51.391,40.827,20.611
0,13,136,0.29008,3623.9,4507.7,9.3874,26.737,42.648,2714.8,75.552,120.42,0.33306,79.942,51.557,2643.5,23.998,50.91,3110.0,23.033,66.193,248.19,343.92,94.566,77.533,32.702,8.68,26.068,6.864,19.169,1.684,32.978,13.813,23.886,1.3001,18.29,2.2475,4.7473,2.4146,0.012835,0.81418,0.083579,53.966,43.236,62.102,54.111,28.725,61.431,22.796,40.07,42.681,48.639,51.649,41.281,17.91
0,13,137,0.21029,3654.5,4466.1,9.3704,26.675,42.055,2716.6,75.02,120.37,0.34048,80.15,50.509,2646.7,27.233,50.115,3110.5,22.839,66.238,246.88,344.13,94.602,77.597,32.414,8.9043,26.185,6.7842,18.995,1.6647,33.327,13.69,24.147,1.2795,18.298,2.2556,4.7719,2.2644,0.012835,0.81418,0.083579,53.966,43.236,62.738,53.468,20.907,61.075,22.817,39.617,39.598,46.799,51.865,40.656,18.345
0,13,138,0.21187,3658.6,4480.6,9.4215,27.055,42.035,2715.0,74.726,120.42,0.33979,80.103,48.347,2644.3,25.856,49.664,3109.6,22.817,66.291,247.16,343.85,94.579,77.528,32.414,8.9043,26.185,6.7842,18.995,1.6647,33.327,13.69,24.147,1.2795,18.298,2.2556,4.7719,2.2644,0.012835,0.81418,0.083579,53.966,43.236,62.667,53.294,20.752,64.541,22.828,39.703,33.237,45.756,51.936,41.454,18.385
